Cost,RiskAdjustedCost,Frequency,Minor,Major,PCPID,ServiceProviderID,InNetwork
81.00,810.00,2,Other diagnostic nervous system procedures,Nervous System,508,9488,-1
752.00,5520.00,5,Other diagnostic nervous system procedures,Nervous System,658,658,1
0.00,0.00,2,Other diagnostic nervous system procedures,Nervous System,658,2420,-1
774.00,2397.00,3,Other diagnostic nervous system procedures,Nervous System,2457,4133,-1
179.00,48.00,2,Other diagnostic nervous system procedures,Nervous System,4262,32412,-1
1389.00,7840.00,9,Other diagnostic nervous system procedures,Nervous System,4789,4789,-1
424.00,157.00,2,Other diagnostic nervous system procedures,Nervous System,4792,2614,-1
350.00,420.00,2,Other diagnostic nervous system procedures,Nervous System,4792,3729,-1
330.00,1650.00,2,Other diagnostic nervous system procedures,Nervous System,4792,4792,1
279.00,1395.00,2,Other diagnostic nervous system procedures,Nervous System,19351,85,-1
398.00,3325.00,3,Other diagnostic nervous system procedures,Nervous System,28932,4789,-1
316.00,823.00,4,Other diagnostic nervous system procedures,Nervous System,28932,28932,1
934.00,7770.00,6,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,1,2828,-1
136.00,680.00,3,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,1,2973,-1
144.00,479.00,5,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,1,3265,-1
236.00,787.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,1,4332,-1
230.00,2300.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,1,6947,-1
38935.00,210858.00,416,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,12,12,-1
343.00,2660.00,4,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,12,404,-1
165.00,1295.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,12,744,1
1025.00,5125.00,3,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,12,2872,-1
660.00,1246.00,6,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,12,3199,-1
899.00,5963.00,12,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,12,3212,1
373.00,1244.00,7,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,12,3665,-1
223.00,279.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,12,3829,-1
206.00,366.00,3,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,12,4192,1
701.00,3923.00,3,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,12,4330,1
503.00,2929.00,10,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,12,9488,-1
603.00,755.00,4,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,12,16708,-1
162.00,810.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,12,21823,-1
256.00,320.00,3,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,12,31960,-1
47525.00,258848.00,467,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,68,68,1
893.00,6930.00,8,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,68,174,1
200.00,1727.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3054,3852,-1
307.00,2385.00,3,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3054,4086,1
1075.00,6805.00,9,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3054,4183,-1
340.00,543.00,3,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3073,4086,1
244.00,866.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3073,4183,-1
0.00,0.00,5,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3143,2526,-1
111.00,1110.00,3,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3143,14794,-1
340.00,469.00,6,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3189,4086,1
1088.00,6907.00,11,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3189,4183,-1
50.00,500.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3189,30238,-1
42.00,23.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3192,4086,1
646.00,3860.00,10,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3192,4183,-1
50.00,250.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3192,30325,-1
216.00,135.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3238,2826,-1
248.00,2480.00,3,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3374,2526,-1
415.00,2075.00,6,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3409,2594,-1
106.00,353.00,7,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3662,2826,-1
322.00,639.00,7,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3662,3208,-1
0.00,0.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3662,4320,-1
87.00,290.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3662,10692,-1
699.00,967.00,7,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3758,4304,1
70.00,90.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3789,28924,-1
83.00,830.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3879,20198,-1
106.00,833.00,3,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3879,28924,-1
1376.00,8838.00,17,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3904,2594,-1
158.00,395.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3904,3445,-1
36.00,180.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3904,20032,-1
99.00,141.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3904,22560,-1
182.00,127.00,5,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3950,2310,-1
141.00,71.00,3,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,3950,4086,1
75.00,375.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4021,21668,-1
125.00,325.00,4,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4021,30325,-1
0.00,0.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4043,2320,-1
394.00,3310.00,3,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4079,2534,-1
552.00,680.00,5,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4079,4086,1
440.00,1959.00,4,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4079,4183,-1
0.00,0.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4079,14365,-1
356.00,1780.00,5,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4163,2826,-1
206.00,254.00,4,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4249,4183,-1
217.00,311.00,4,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4249,22610,-1
378.00,2835.00,3,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4249,26344,-1
25.00,250.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4249,30238,-1
154.00,895.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4249,30286,-1
1259.00,7288.00,15,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,68,508,1
182.00,910.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,68,2494,1
202.00,707.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,68,3307,-1
51.00,14.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,68,3773,-1
256.00,396.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,68,3976,-1
343.00,571.00,3,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,68,4027,-1
369.00,1257.00,5,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,68,4142,1
146.00,405.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,68,5544,-1
169.00,845.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,68,6463,-1
230.00,64.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,68,12487,-1
385.00,3850.00,4,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,68,13660,-1
0.00,0.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,68,21343,-1
72.00,80.00,4,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,68,27052,-1
168.00,840.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,68,27942,-1
546.00,599.00,8,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,68,31142,1
242.00,484.00,3,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,68,31579,-1
110.00,550.00,4,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,68,31939,1
0.00,0.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,68,32113,-1
154.00,1540.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,71,85,-1
297.00,990.00,3,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,71,4789,-1
4282.00,28631.00,43,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,85,292,-1
43.00,430.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,85,388,1
2793.00,18504.00,49,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,85,736,-1
49.00,25.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,85,2307,-1
414.00,1818.00,3,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,85,2921,-1
266.00,2660.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,85,2965,1
156.00,273.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,85,3161,1
136.00,272.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,85,3358,-1
147.00,735.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,85,3537,1
291.00,1455.00,3,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,85,3605,-1
499.00,2495.00,5,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,85,3878,-1
18.00,60.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,85,4036,-1
522.00,2194.00,4,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,85,4132,-1
71.00,710.00,3,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,85,5077,-1
0.00,0.00,3,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,85,5292,-1
461.00,118.00,4,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,85,6407,-1
378.00,609.00,3,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,85,6603,-1
736.00,1228.00,8,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,85,6677,-1
278.00,1473.00,3,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,85,7670,-1
44.00,23.00,3,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,85,11998,-1
168.00,840.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4343,30238,-1
594.00,5248.00,8,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4356,4183,-1
277.00,2770.00,3,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4356,30238,-1
146.00,1049.00,3,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4789,2725,-1
270.00,94.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4789,2808,-1
1772.00,10303.00,19,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4789,2818,-1
480.00,749.00,3,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4789,3265,-1
138.00,690.00,3,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4789,20198,-1
209.00,697.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4789,21245,-1
193.00,414.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4792,2375,-1
279.00,1185.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4792,2526,-1
196.00,512.00,4,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4792,2725,-1
202.00,674.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4792,2815,-1
915.00,3957.00,8,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4792,2818,-1
297.00,552.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4792,3265,-1
479.00,369.00,5,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4792,3294,-1
300.00,1255.00,3,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4792,3445,-1
120.00,600.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,4792,20497,-1
219.00,1600.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,7587,2526,-1
243.00,1925.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,9488,2534,-1
2320.00,15980.00,20,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,9488,2826,-1
227.00,1765.00,2,Ophthalmologic and otologic diagnosis and treatment,Evaluation and Therapeutic Procedures,9488,25842,-1
